case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-22929;2022-05-07;2022-05-01;2022-05-01;Phone support was outstanding, they deserve praise!;positive;5;chatbot;7;5;PROMOTER;1;1;Grupo J,Grupo I;2;2;Grupo I;Transaction Error
CASE-26629;2024-12-30;2024-12-29;2024-12-01;The phone team was slow and unprofessional.;negative;2;email;3794;1;DETRACTOR;0;0;Grupo I,Grupo I,Grupo G;2;3;Grupo G;Transaction Error
CASE-21438;2024-04-27;2024-04-21;2024-04-01;The chatbot gave me nonsense answers all the time.;negative;1;chatbot;24;2;DETRACTOR;0;0;Grupo C,Grupo D;2;2;Grupo D;Card Issues
CASE-28570;2025-02-25;2025-02-23;2025-02-01;The email support team was professional and courteous.;positive;5;email;181;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-27717;2022-07-04;2022-07-03;2022-07-01;The phone agent didn’t listen to my complaint.;negative;1;phone;62;2;DETRACTOR;0;0;Grupo I,Grupo A;2;2;Grupo A;Transaction Error
CASE-27743;2022-09-15;2022-09-11;2022-09-01;The email response was late and full of errors.;negative;2;email;2712;2;DETRACTOR;0;0;Grupo E,Grupo E,Grupo C;2;3;Grupo C;Loan Inquiry
CASE-18808;2024-03-05;2024-03-03;2024-03-01;The phone service was awful, no one knew what to do.;negative;1;phone;130;1;DETRACTOR;0;0;Grupo C,Grupo A,Grupo J,Grupo E,Grupo H;5;5;Grupo H;Fraud Report
CASE-22758;2022-12-03;2022-11-27;2022-12-01;Phone support was a disaster, they made it worse!;negative;1;phone;77;2;DETRACTOR;0;0;Grupo E,Grupo I,Grupo D,Grupo E;3;4;Grupo E;Payment Issues
CASE-27862;2024-03-02;2024-02-25;2024-03-01;The chatbot helped with my payment, but it was slow.;neutral;3;chatbot;13;4;PROMOTER;0;1;Grupo B,Grupo D,Grupo F;3;3;Grupo F;Balance Inquiry
CASE-25383;2025-02-12;2025-02-09;2025-02-01;The chatbot gave me wrong info about my account.;negative;1;phone;39;1;DETRACTOR;0;0;Grupo D,Grupo J;2;2;Grupo J;Transaction Error
CASE-24758;2024-08-21;2024-08-18;2024-08-01;Phone support was excellent, they helped me with my statement.;positive;4;email;270;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-23604;2023-10-31;2023-10-29;2023-10-01;The email support team was efficient and friendly.;positive;5;chatbot;3;5;PROMOTER;1;1;Grupo B,Grupo D;2;2;Grupo D;Payment Issues
CASE-22101;2024-10-12;2024-10-06;2024-10-01;The phone team made banking so easy for me.;positive;4;phone;14;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-19685;2022-11-26;2022-11-20;2022-11-01;The chatbot gave me incorrect balance info.;negative;1;chatbot;22;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo J,Grupo H;4;4;Grupo H;Account Setup
CASE-27079;2023-03-24;2023-03-19;2023-03-01;The staff made transferring funds so easy and stress-free.;positive;4;chatbot;3;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-26296;2022-06-19;2022-06-19;2022-06-01;The chatbot helped me with my savings goal easily.;positive;4;chatbot;6;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-16551;2024-01-15;2024-01-14;2024-01-01;The email response was okay, not very detailed.;neutral;3;phone;29;4;PROMOTER;1;0;Grupo G,Grupo B,Grupo B;2;3;Grupo B;Balance Inquiry
CASE-25444;2024-02-11;2024-02-11;2024-02-01;The chatbot kept crashing when I needed help.;negative;2;email;4350;2;DETRACTOR;0;1;Grupo H;1;1;Grupo H;Login Problems
CASE-24558;2022-11-18;2022-11-13;2022-11-01;The email response was detailed and very helpful.;positive;4;email;148;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-28733;2024-12-17;2024-12-15;2024-12-01;The service was fine, I got what I needed.;neutral;3;phone;19;4;PROMOTER;1;1;Grupo G,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-28647;2025-01-30;2025-01-26;2025-01-01;The phone agent helped me with my rewards program.;positive;5;phone;10;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-27765;2024-05-13;2024-05-12;2024-05-01;The phone team was incompetent and slow.;negative;1;chatbot;19;2;DETRACTOR;0;1;Grupo A,Grupo E,Grupo B,Grupo J;4;4;Grupo J;Card Issues
CASE-20069;2022-02-17;2022-02-13;2022-02-01;The chatbot saved me so much time with my transaction query.;positive;5;email;182;4;PROMOTER;1;0;Grupo H;1;1;Grupo H;Transaction Error
CASE-22689;2023-08-16;2023-08-13;2023-08-01;The phone team made me wait and then hung up.;negative;2;chatbot;20;1;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-15626;2024-05-24;2024-05-19;2024-05-01;The chatbot crashed when I tried to check my balance.;negative;1;chatbot;18;1;DETRACTOR;0;1;Grupo G,Grupo D,Grupo F,Grupo J,Grupo A;5;5;Grupo A;Card Issues
CASE-23385;2024-10-20;2024-10-20;2024-10-01;The service was top-notch, I’m so happy with this bank!;positive;5;phone;5;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-23628;2023-12-23;2023-12-17;2023-12-01;The email response was late and irrelevant.;negative;1;phone;75;2;DETRACTOR;0;0;Grupo I,Grupo F,Grupo A;3;3;Grupo A;Transaction Error
CASE-26778;2022-07-04;2022-07-03;2022-07-01;The chatbot failed to assist with my rewards query.;negative;1;phone;64;2;DETRACTOR;0;0;Grupo D,Grupo I,Grupo H,Grupo H,Grupo F;4;5;Grupo F;Payment Issues
CASE-16210;2023-06-20;2023-06-18;2023-06-01;The chatbot assisted with my account setup smoothly.;positive;4;chatbot;4;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-15977;2024-09-06;2024-09-01;2024-09-01;The staff made transferring funds so easy and stress-free.;positive;4;email;178;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-20732;2024-05-24;2024-05-19;2024-05-01;The email response was prompt and very clear.;positive;4;phone;11;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-18880;2024-06-14;2024-06-09;2024-06-01;Phone support was outstanding, they deserve praise!;positive;5;phone;8;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;General Inquiry
CASE-22243;2022-07-01;2022-06-26;2022-07-01;The chatbot crashed during my transaction query.;negative;1;phone;64;1;DETRACTOR;0;1;Grupo C,Grupo B,Grupo I,Grupo D,Grupo C;4;5;Grupo C;Login Problems
CASE-24893;2022-04-13;2022-04-10;2022-04-01;The phone agent hung up on me mid-conversation.;negative;2;email;3136;2;DETRACTOR;0;0;Grupo H,Grupo J;2;2;Grupo J;Transaction Error
CASE-16640;2023-07-27;2023-07-23;2023-07-01;The phone agent was rude and didn’t solve my issue.;negative;1;chatbot;27;2;DETRACTOR;0;0;Grupo A,Grupo C,Grupo B,Grupo B;3;4;Grupo B;General Inquiry
CASE-23002;2024-12-16;2024-12-15;2024-12-01;The phone agent gave me conflicting information.;negative;2;phone;82;1;DETRACTOR;0;0;Grupo A,Grupo I,Grupo D;3;3;Grupo D;Payment Issues
CASE-29406;2024-04-29;2024-04-28;2024-04-01;The email team provided excellent service, I’m happy!;positive;4;chatbot;6;5;PROMOTER;1;0;Grupo A;1;1;Grupo A;General Inquiry
CASE-19603;2023-12-24;2023-12-24;2023-12-01;The chatbot couldn’t reset my PIN properly.;negative;1;chatbot;28;2;DETRACTOR;0;0;Grupo D,Grupo E,Grupo J,Grupo F;4;4;Grupo F;Card Issues
CASE-28105;2022-11-29;2022-11-27;2022-11-01;The chatbot quickly helped me reset my password.;positive;4;email;126;5;PROMOTER;1;1;Grupo C,Grupo D;2;2;Grupo D;Fees Inquiry
CASE-24850;2023-07-09;2023-07-09;2023-07-01;Email support was terrible, they ignored me.;negative;1;email;5169;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo G,Grupo I;4;4;Grupo I;Payment Issues
CASE-29494;2022-04-09;2022-04-03;2022-04-01;Email support was neutral, did the minimum.;neutral;3;chatbot;12;3;DETRACTOR;0;0;Grupo F,Grupo I;2;2;Grupo I;Account Setup
CASE-25266;2022-12-18;2022-12-18;2022-12-01;The chatbot misunderstood my loan inquiry completely.;negative;1;phone;45;2;DETRACTOR;0;0;Grupo J,Grupo I;2;2;Grupo I;Card Issues
CASE-27710;2025-02-19;2025-02-16;2025-02-01;The email response was prompt and very clear.;positive;5;email;161;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-29534;2022-04-25;2022-04-24;2022-04-01;The chatbot failed to help with my balance inquiry.;negative;2;email;1702;2;DETRACTOR;0;1;Grupo I,Grupo G,Grupo G,Grupo D;3;4;Grupo D;Login Problems
CASE-28459;2022-08-09;2022-08-07;2022-08-01;The chatbot gave me wrong loan terms info.;negative;1;phone;31;2;DETRACTOR;0;1;Grupo A,Grupo A,Grupo A,Grupo B;2;4;Grupo B;Account Setup
CASE-25730;2022-03-26;2022-03-20;2022-03-01;The phone team resolved my overdraft issue professionally.;positive;4;phone;6;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Fees Inquiry
CASE-26210;2024-04-07;2024-04-07;2024-04-01;The phone agent helped me with my rewards program.;positive;4;chatbot;5;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-22639;2024-11-24;2024-11-24;2024-11-01;The phone team was unprofessional and unhelpful.;negative;2;chatbot;12;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo B;2;3;Grupo B;Payment Issues
CASE-26748;2022-09-02;2022-08-28;2022-09-01;The phone agent fixed my issue with a great attitude.;positive;4;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-24705;2022-06-11;2022-06-05;2022-06-01;The phone agent gave me conflicting information.;negative;1;phone;58;1;DETRACTOR;0;0;Grupo B,Grupo F,Grupo A,Grupo G;4;4;Grupo G;Transaction Error
CASE-16184;2023-10-13;2023-10-08;2023-10-01;Email support was amazing, they responded right away.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-23232;2022-03-09;2022-03-06;2022-03-01;The phone team made me wait and then hung up.;negative;1;phone;67;1;DETRACTOR;0;0;Grupo H,Grupo D,Grupo I;3;3;Grupo I;Login Problems
CASE-24366;2023-06-19;2023-06-18;2023-06-01;Great customer service, the phone representative was so polite!;positive;5;email;200;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-27543;2024-04-23;2024-04-21;2024-04-01;The phone team made my experience so pleasant today.;positive;4;email;190;4;PROMOTER;1;1;Grupo B,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-26801;2024-06-11;2024-06-09;2024-06-01;The phone team made banking so easy for me.;positive;4;chatbot;4;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-24415;2022-09-07;2022-09-04;2022-09-01;The email response was thorough and polite.;positive;5;email;227;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-28768;2024-06-25;2024-06-23;2024-06-01;Phone support was excellent, they helped me with my statement.;positive;4;email;65;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-24841;2024-03-21;2024-03-17;2024-03-01;The email response was clear and professional.;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-22173;2023-10-08;2023-10-08;2023-10-01;The email response was professional and to the point.;positive;4;phone;5;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-28356;2025-02-11;2025-02-09;2025-02-01;Email support was reliable and resolved my concern.;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-16291;2022-04-10;2022-04-10;2022-04-01;Email support was neutral, not standout.;neutral;3;chatbot;14;4;PROMOTER;0;1;Grupo F,Grupo A,Grupo F,Grupo B;3;4;Grupo B;General Inquiry
CASE-22514;2022-06-15;2022-06-12;2022-06-01;The email response was vague and unhelpful.;negative;1;email;4508;1;DETRACTOR;0;0;Grupo F,Grupo J,Grupo D;3;3;Grupo D;Payment Issues
CASE-25051;2023-12-07;2023-12-03;2023-12-01;The email team took days to reply with nothing useful.;negative;1;chatbot;32;2;DETRACTOR;0;0;Grupo J,Grupo D;2;2;Grupo D;Card Issues
CASE-27903;2022-08-03;2022-07-31;2022-08-01;The email team provided a clear and quick solution.;positive;4;email;78;5;PROMOTER;1;1;Grupo D,Grupo F;2;2;Grupo F;Payment Issues
CASE-25317;2023-02-17;2023-02-12;2023-02-01;The phone agent was so patient with my account setup.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Transaction Error
CASE-28598;2024-12-31;2024-12-29;2024-12-01;The chatbot couldn’t handle my simple transfer request.;negative;2;chatbot;27;2;DETRACTOR;0;0;Grupo D,Grupo A,Grupo J;3;3;Grupo J;Transaction Error
CASE-15549;2023-02-24;2023-02-19;2023-02-01;The email team didn’t address my issue at all.;negative;2;chatbot;21;1;DETRACTOR;0;1;Grupo A,Grupo I;2;2;Grupo I;Card Issues
CASE-20537;2023-05-24;2023-05-21;2023-05-01;The chatbot answered all my questions perfectly, amazing!;positive;4;email;210;5;PROMOTER;1;1;Grupo H,Grupo B,Grupo B;2;3;Grupo B;Loan Inquiry
CASE-17010;2023-04-03;2023-04-02;2023-04-01;The phone team was slow and unprofessional.;negative;2;phone;31;1;DETRACTOR;0;1;Grupo G,Grupo A,Grupo D;3;3;Grupo D;Login Problems
CASE-24096;2025-01-20;2025-01-19;2025-01-01;I had a horrible experience with the phone support.;negative;2;chatbot;20;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo D,Grupo E;3;4;Grupo E;Fraud Report
CASE-26684;2022-01-03;2022-01-02;2022-01-01;Email support didn’t even try to fix my issue.;negative;1;phone;88;2;DETRACTOR;0;0;Grupo F,Grupo C,Grupo J;3;3;Grupo J;Account Setup
CASE-23190;2023-08-19;2023-08-13;2023-08-01;The email team helped me update my contact info effortlessly.;positive;4;email;168;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Card Issues
CASE-16826;2022-04-23;2022-04-17;2022-04-01;I had a wonderful experience opening my account via phone.;positive;5;email;233;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-26857;2022-07-27;2022-07-24;2022-07-01;Email support was the worst, no effort at all.;negative;2;phone;75;1;DETRACTOR;0;0;Grupo A,Grupo C,Grupo D;3;3;Grupo D;Login Problems
CASE-21275;2022-07-26;2022-07-24;2022-07-01;The chatbot gave me useless info about my card.;negative;2;chatbot;49;2;DETRACTOR;0;0;Grupo C,Grupo F,Grupo A,Grupo E,Grupo I;5;5;Grupo I;Login Problems
CASE-17630;2022-05-25;2022-05-22;2022-05-01;The chatbot failed to reset my password correctly.;negative;2;email;3624;2;DETRACTOR;0;0;Grupo E,Grupo C,Grupo G;3;3;Grupo G;General Inquiry
CASE-16676;2022-08-16;2022-08-14;2022-08-01;The phone agent explained everything in a friendly way.;positive;4;phone;13;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-15593;2022-09-15;2022-09-11;2022-09-01;The service was top-notch, I’m so happy with this bank!;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Login Problems
CASE-16681;2022-06-15;2022-06-12;2022-06-01;The phone agent was okay, did the job.;neutral;3;chatbot;13;3;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Card Issues
CASE-22379;2022-09-08;2022-09-04;2022-09-01;Phone support was friendly and resolved my concern.;positive;5;phone;13;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-23675;2025-01-05;2025-01-05;2025-01-01;The phone representative was kind and fixed my issue right away.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-23606;2024-05-25;2024-05-19;2024-05-01;The chatbot helped me check my balance instantly, love it!;positive;5;phone;10;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-24312;2025-01-28;2025-01-26;2025-01-01;The chatbot answered all my questions perfectly, amazing!;positive;4;phone;8;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-23776;2024-07-12;2024-07-07;2024-07-01;The chatbot kept looping with no solution.;negative;2;chatbot;11;1;DETRACTOR;0;0;Grupo G,Grupo D,Grupo C;3;3;Grupo C;Login Problems
CASE-18634;2023-06-25;2023-06-25;2023-06-01;The phone team was rude and hung up on me.;negative;2;chatbot;27;1;DETRACTOR;0;0;Grupo I,Grupo I,Grupo B,Grupo F;3;4;Grupo F;General Inquiry
CASE-19158;2022-08-28;2022-08-28;2022-08-01;The chatbot crashed when I asked about my loan.;negative;2;chatbot;15;2;DETRACTOR;0;0;Grupo D,Grupo B,Grupo H,Grupo J;4;4;Grupo J;Fraud Report
CASE-22001;2024-11-09;2024-11-03;2024-11-01;The call center staff was patient and resolved my payment issue.;positive;5;chatbot;2;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Payment Issues
CASE-29001;2023-07-11;2023-07-09;2023-07-01;Phone support was terrible, they wasted my time.;negative;2;email;7049;2;DETRACTOR;0;1;Grupo E,Grupo A,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-19531;2023-11-18;2023-11-12;2023-11-01;Phone support handled my transfer request flawlessly.;positive;5;phone;9;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-17841;2022-09-16;2022-09-11;2022-09-01;I had a horrible experience with the phone support.;negative;1;email;5501;1;DETRACTOR;0;0;Grupo E,Grupo C,Grupo A;3;3;Grupo A;Fees Inquiry
CASE-23982;2022-11-10;2022-11-06;2022-11-01;The email response was clear and professional.;positive;5;email;60;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;General Inquiry
CASE-17395;2023-11-13;2023-11-12;2023-11-01;Phone support was a disaster, they made it worse!;negative;2;chatbot;23;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo I;3;3;Grupo I;Account Setup
CASE-27792;2024-10-22;2024-10-20;2024-10-01;The chatbot answered my mortgage question accurately.;positive;4;chatbot;6;5;PROMOTER;1;1;Grupo F,Grupo G;2;2;Grupo G;Account Setup
CASE-29121;2024-08-14;2024-08-11;2024-08-01;The chatbot was quick to assist with my transfer request.;positive;4;email;73;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-27433;2024-03-09;2024-03-03;2024-03-01;Phone support was excellent, they helped me with my statement.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-19142;2024-12-27;2024-12-22;2024-12-01;The phone team was incompetent and slow.;negative;2;phone;41;2;DETRACTOR;0;0;Grupo I,Grupo J;2;2;Grupo J;Transaction Error
CASE-26989;2022-05-09;2022-05-08;2022-05-01;The email team helped me update my contact info effortlessly.;positive;5;email;158;5;PROMOTER;1;0;Grupo I;1;1;Grupo I;Account Setup
CASE-27830;2024-06-17;2024-06-16;2024-06-01;Email support was spot on, they fixed my login problem quickly.;positive;5;email;156;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-22780;2022-02-21;2022-02-20;2022-02-01;The chatbot helped me track my transaction effortlessly.;positive;4;email;187;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-19421;2024-12-14;2024-12-08;2024-12-01;The email response was late and irrelevant.;negative;1;email;6287;2;DETRACTOR;0;0;Grupo I,Grupo B,Grupo E;3;3;Grupo E;Transaction Error
CASE-20288;2023-10-08;2023-10-08;2023-10-01;The chatbot failed to process my payment request.;negative;1;phone;62;1;DETRACTOR;0;1;Grupo B,Grupo D,Grupo A;3;3;Grupo A;Transaction Error
CASE-17555;2025-01-01;2024-12-29;2025-01-01;The chatbot assisted me with my fees effortlessly.;positive;5;email;74;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-27684;2022-10-12;2022-10-09;2022-10-01;The chatbot quickly helped me reset my password.;positive;4;phone;8;4;PROMOTER;1;1;Grupo G,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-29387;2022-09-24;2022-09-18;2022-09-01;The chatbot quickly helped me reset my password.;positive;4;email;261;4;PROMOTER;1;1;Grupo J,Grupo H;2;2;Grupo H;Fees Inquiry
CASE-15627;2024-09-08;2024-09-08;2024-09-01;The phone team didn’t solve my transfer problem.;negative;1;email;5551;1;DETRACTOR;0;0;Grupo G,Grupo A;2;2;Grupo A;Payment Issues
CASE-17115;2022-07-28;2022-07-24;2022-07-01;Email support was a complete letdown.;negative;2;chatbot;23;1;DETRACTOR;0;1;Grupo F,Grupo H,Grupo D,Grupo D,Grupo J;4;5;Grupo J;Transaction Error
CASE-22082;2024-07-23;2024-07-21;2024-07-01;The email team didn’t address my issue at all.;negative;1;chatbot;26;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-18418;2022-08-07;2022-08-07;2022-08-01;The chatbot saved me so much time with my transaction query.;positive;5;phone;12;4;PROMOTER;1;1;Grupo B,Grupo G;2;2;Grupo G;Loan Inquiry
CASE-26759;2022-12-22;2022-12-18;2022-12-01;The phone agent was friendly and fixed my login issue.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-29759;2023-08-10;2023-08-06;2023-08-01;Great customer service, the phone representative was so polite!;positive;5;phone;11;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-17457;2024-06-29;2024-06-23;2024-06-01;Email support was rude and unprofessional.;negative;1;email;4447;1;DETRACTOR;0;1;Grupo E,Grupo A;2;2;Grupo A;Fraud Report
CASE-18331;2024-06-05;2024-06-02;2024-06-01;The chatbot couldn’t process my balance request.;negative;1;chatbot;31;1;DETRACTOR;0;0;Grupo G,Grupo H,Grupo E,Grupo A,Grupo C;5;5;Grupo C;Payment Issues
CASE-16267;2022-05-27;2022-05-22;2022-05-01;The email team responded promptly and solved my issue.;positive;5;phone;12;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-25437;2022-09-06;2022-09-04;2022-09-01;The phone agent was alright, no issues.;neutral;3;email;1760;3;DETRACTOR;0;1;Grupo F;1;1;Grupo F;Account Setup
CASE-15218;2023-07-18;2023-07-16;2023-07-01;The chatbot misunderstood my loan inquiry completely.;negative;1;chatbot;26;1;DETRACTOR;0;1;Grupo F,Grupo F,Grupo G,Grupo A;3;4;Grupo A;Fraud Report
CASE-25233;2024-09-29;2024-09-29;2024-09-01;The email response was thorough and polite.;positive;4;email;279;5;PROMOTER;1;0;Grupo B,Grupo E;2;2;Grupo E;Payment Issues
CASE-18327;2024-04-28;2024-04-28;2024-04-01;The phone service was awful, no one knew what to do.;negative;1;chatbot;34;1;DETRACTOR;0;1;Grupo F,Grupo I,Grupo H,Grupo E;4;4;Grupo E;Transaction Error
