case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-22790,2023-05-18,2023-05-14,2023-05-01,The phone agent gave me conflicting information.,negative,1,8425,2,"Grupo A,Grupo D,Grupo I,Grupo H",4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-22790,Superior,MinCovDet
CASE-19728,2022-07-25,2022-07-24,2022-07-01,The phone agent refused to escalate my issue.,negative,1,6108,1,"Grupo H,Grupo E,Grupo A,Grupo E,Grupo J",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CASE-19728,Superior,MinCovDet
CASE-22023,2023-11-08,2023-11-05,2023-11-01,The chatbot failed to help with my balance inquiry.,negative,1,3631,2,"Grupo A,Grupo I,Grupo D,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-22023,Superior,MinCovDet
CASE-20036,2022-02-22,2022-02-20,2022-02-01,The phone agent was rude and didn’t solve my issue.,negative,2,4220,1,"Grupo F,Grupo G,Grupo G,Grupo E,Grupo I",4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-20036,Superior,MinCovDet
CASE-17430,2022-05-31,2022-05-29,2022-05-01,"Email support took a week to reply, ridiculous!",negative,1,5591,2,"Grupo E,Grupo A,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17430,Superior,MinCovDet
CASE-20866,2023-05-12,2023-05-07,2023-05-01,The email response was delayed and unhelpful.,negative,2,2476,2,"Grupo F,Grupo D,Grupo A,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-20866,Superior,MinCovDet
CASE-15866,2023-01-10,2023-01-08,2023-01-01,Phone support was disrespectful and unhelpful.,negative,2,6525,2,"Grupo F,Grupo C,Grupo A,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15866,Superior,MinCovDet
CASE-23448,2024-01-30,2024-01-28,2024-01-01,The phone team was rude and hung up on me.,negative,2,4454,2,"Grupo I,Grupo B,Grupo C,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-23448,Superior,MinCovDet
CASE-15860,2025-02-10,2025-02-09,2025-02-01,"Phone support was a disaster, they made it worse!",negative,2,116,1,"Grupo C,Grupo J,Grupo H,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-15860,Superior,MinCovDet
CASE-24607,2023-04-18,2023-04-16,2023-04-01,The chatbot failed to help with my balance inquiry.,negative,2,3401,1,"Grupo D,Grupo C",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24607,Superior,MinCovDet
CASE-25222,2024-03-11,2024-03-10,2024-03-01,The chatbot gave me outdated info about my fees.,negative,2,3550,2,"Grupo J,Grupo H,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-25222,Superior,MinCovDet
CASE-24414,2023-07-27,2023-07-23,2023-07-01,"Email support was useless, they didn’t even try.",negative,2,1761,1,"Grupo A,Grupo F,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-24414,Superior,MinCovDet
CASE-16117,2022-02-10,2022-02-06,2022-02-01,The phone agent didn’t listen to my complaint.,negative,1,5314,2,"Grupo F,Grupo D,Grupo B,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-16117,Superior,MinCovDet
CASE-17821,2024-02-09,2024-02-04,2024-02-01,The email response was vague and unhelpful.,negative,1,55,1,"Grupo B,Grupo I,Grupo H,Grupo B",3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17821,Superior,MinCovDet
CASE-27823,2022-09-13,2022-09-11,2022-09-01,The phone agent was impatient and rude.,negative,1,1501,2,"Grupo A,Grupo C,Grupo J,Grupo E,Grupo A",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-27823,Superior,MinCovDet
CASE-18675,2023-09-07,2023-09-03,2023-09-01,The chatbot failed to help with my balance inquiry.,negative,2,73,2,"Grupo A,Grupo F,Grupo B,Grupo H,Grupo A",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-18675,Superior,MinCovDet
CASE-21196,2022-04-01,2022-03-27,2022-04-01,The chatbot crashed during my payment request.,negative,1,6123,2,"Grupo J,Grupo C,Grupo F,Grupo B,Grupo E",5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-21196,Superior,MinCovDet
CASE-19149,2022-11-22,2022-11-20,2022-11-01,Phone support was disrespectful and unhelpful.,negative,2,3151,2,"Grupo B,Grupo C,Grupo F,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-19149,Superior,MinCovDet
CASE-29676,2023-08-05,2023-07-30,2023-08-01,The email team didn’t care about my problem.,negative,2,6380,2,"Grupo C,Grupo J,Grupo J,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-29676,Superior,MinCovDet
CASE-29691,2022-03-24,2022-03-20,2022-03-01,The phone agent was unhelpful with my fees.,negative,1,4314,1,"Grupo H,Grupo E",2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29691,Superior,MinCovDet
CASE-24536,2023-11-12,2023-11-12,2023-11-01,The chatbot couldn’t handle my payment issue.,negative,2,5332,2,"Grupo I,Grupo B,Grupo E,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-24536,Superior,MinCovDet
CASE-25263,2025-01-27,2025-01-26,2025-01-01,The email response was vague and unhelpful.,negative,2,45,1,"Grupo G,Grupo J,Grupo B,Grupo A",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-25263,Superior,MinCovDet
CASE-19431,2023-10-26,2023-10-22,2023-10-01,The email response was vague and frustrating.,negative,2,36,2,"Grupo E,Grupo I,Grupo H,Grupo I,Grupo I",3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-19431,Superior,MinCovDet
CASE-27871,2023-07-27,2023-07-23,2023-07-01,The chatbot couldn’t assist with my bill payment.,negative,1,4976,1,Grupo B,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-27871,Superior,MinCovDet
CASE-16454,2024-11-18,2024-11-17,2024-11-01,Email support ignored my complaint completely.,negative,1,2657,1,"Grupo I,Grupo G,Grupo J,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-16454,Superior,MinCovDet
CASE-16960,2024-04-25,2024-04-21,2024-04-01,"Email support took a week to reply, ridiculous!",negative,2,3210,1,"Grupo D,Grupo B,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CASE-16960,Superior,MinCovDet
CASE-25329,2022-06-18,2022-06-12,2022-06-01,The email team didn’t fix my login problem.,negative,2,4215,1,"Grupo B,Grupo F,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-25329,Superior,MinCovDet
CASE-15354,2023-12-30,2023-12-24,2023-12-01,The chatbot failed to process my savings request.,negative,2,3654,2,"Grupo H,Grupo B,Grupo B",2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15354,Superior,MinCovDet
CASE-25497,2023-07-14,2023-07-09,2023-07-01,The email team ignored my urgent request.,negative,2,4439,1,"Grupo E,Grupo D,Grupo J",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-25497,Superior,MinCovDet
CASE-28160,2024-07-23,2024-07-21,2024-07-01,The phone team wasted my time with no solution.,negative,1,2453,1,"Grupo E,Grupo J,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28160,Superior,MinCovDet
CASE-17605,2023-12-20,2023-12-17,2023-12-01,The phone agent was clueless about my account.,negative,2,4996,1,"Grupo G,Grupo I,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-17605,Superior,MinCovDet
CASE-29476,2024-06-26,2024-06-23,2024-06-01,The phone agent didn’t know basic banking info.,negative,2,5398,2,"Grupo F,Grupo B,Grupo H,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CASE-29476,Superior,MinCovDet
CASE-18822,2022-07-14,2022-07-10,2022-07-01,Email support was a complete letdown.,negative,1,68,1,"Grupo D,Grupo H,Grupo J,Grupo E",4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18822,Superior,MinCovDet
CASE-27000,2022-12-09,2022-12-04,2022-12-01,Email support was slow and totally useless.,negative,1,5387,2,"Grupo G,Grupo D,Grupo I,Grupo J",4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-27000,Superior,MinCovDet
CASE-27132,2023-05-17,2023-05-14,2023-05-01,The phone agent didn’t understand my issue.,negative,1,5629,1,"Grupo H,Grupo G,Grupo D,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-27132,Superior,MinCovDet
CASE-24690,2022-08-18,2022-08-14,2022-08-01,The email team took too long to fix my login issue.,negative,2,1992,1,"Grupo C,Grupo C,Grupo E",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-24690,Superior,MinCovDet
CASE-28025,2022-04-27,2022-04-24,2022-04-01,The phone agent was rude and didn’t solve my issue.,negative,2,8970,1,"Grupo J,Grupo A,Grupo F,Grupo H,Grupo D",5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28025,Superior,MinCovDet
CASE-28499,2024-06-07,2024-06-02,2024-06-01,The email team took forever and didn’t help.,negative,1,6517,1,"Grupo E,Grupo H",2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CASE-28499,Superior,MinCovDet
CASE-22807,2023-03-22,2023-03-19,2023-03-01,The chatbot gave me irrelevant answers every time.,negative,2,4402,2,"Grupo A,Grupo D,Grupo G,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22807,Superior,MinCovDet
CASE-29137,2023-10-28,2023-10-22,2023-10-01,The email response was vague and unhelpful.,negative,2,3856,1,"Grupo F,Grupo C,Grupo J,Grupo A,Grupo C",4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-29137,Superior,MinCovDet
CASE-23309,2025-02-11,2025-02-09,2025-02-01,The chatbot gave me irrelevant answers every time.,negative,1,50,1,"Grupo B,Grupo F,Grupo G,Grupo A",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-23309,Superior,MinCovDet
CASE-20109,2022-05-11,2022-05-08,2022-05-01,The phone agent didn’t even try to assist me.,negative,1,15,1,"Grupo D,Grupo A,Grupo J,Grupo C,Grupo A",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-20109,Superior,MinCovDet
CASE-28388,2023-01-03,2023-01-01,2023-01-01,The email response was rude and incomplete.,negative,1,2724,1,"Grupo F,Grupo H,Grupo J,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28388,Superior,MinCovDet
CASE-27362,2023-07-27,2023-07-23,2023-07-01,The phone agent was clueless about my account.,negative,2,2213,1,"Grupo J,Grupo H,Grupo J,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-27362,Superior,MinCovDet
CASE-18768,2024-11-12,2024-11-10,2024-11-01,Email support didn’t even read my message properly.,negative,2,3222,1,"Grupo B,Grupo B,Grupo F,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-18768,Superior,MinCovDet
CASE-17397,2022-05-10,2022-05-08,2022-05-01,The phone team was rude and hung up on me.,negative,1,1692,1,"Grupo C,Grupo C,Grupo A",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-17397,Superior,MinCovDet
CASE-27888,2023-07-10,2023-07-09,2023-07-01,"Email support took a week to reply, ridiculous!",negative,2,6035,1,"Grupo H,Grupo E,Grupo J,Grupo G,Grupo F",5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27888,Superior,MinCovDet
CASE-25106,2023-01-27,2023-01-22,2023-01-01,The email team sent me a reply that made no sense.,negative,1,1750,1,"Grupo H,Grupo A,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-25106,Superior,MinCovDet
CASE-19484,2025-02-16,2025-02-16,2025-02-01,The chatbot gave me incorrect balance info.,negative,1,35,1,"Grupo C,Grupo H,Grupo G,Grupo H,Grupo C",3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-19484,Superior,MinCovDet
CASE-28114,2022-07-02,2022-06-26,2022-07-01,The chatbot kept freezing during my inquiry.,negative,2,6100,1,"Grupo F,Grupo E,Grupo H,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-28114,Superior,MinCovDet
CASE-19554,2024-12-23,2024-12-22,2024-12-01,The chatbot gave me irrelevant answers every time.,negative,2,7066,2,"Grupo A,Grupo J,Grupo J,Grupo F,Grupo H",4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-19554,Superior,MinCovDet
CASE-21098,2023-12-06,2023-12-03,2023-12-01,The chatbot gave me wrong loan terms info.,negative,2,2284,2,"Grupo B,Grupo E,Grupo F,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21098,Superior,MinCovDet
CASE-15580,2022-07-22,2022-07-17,2022-07-01,The chatbot couldn’t process my balance request.,negative,1,2706,2,"Grupo I,Grupo H,Grupo H,Grupo I",2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-15580,Superior,MinCovDet
CASE-20527,2023-12-21,2023-12-17,2023-12-01,The email team ignored my urgent card issue.,negative,1,5138,1,"Grupo F,Grupo B,Grupo J",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-20527,Superior,MinCovDet
CASE-27566,2024-02-14,2024-02-11,2024-02-01,The phone agent didn’t listen to my complaint.,negative,1,6696,2,"Grupo F,Grupo H,Grupo B,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-27566,Superior,MinCovDet
CASE-18857,2025-02-20,2025-02-16,2025-02-01,The email response was rude and dismissive.,negative,1,3682,2,"Grupo D,Grupo I,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18857,Superior,MinCovDet
CASE-15876,2023-12-24,2023-12-24,2023-12-01,"Email support was useless, they didn’t even try.",negative,1,2064,2,"Grupo H,Grupo E,Grupo C,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-15876,Superior,MinCovDet
CASE-16022,2024-10-26,2024-10-20,2024-10-01,The chatbot couldn’t handle my payment issue.,negative,1,79,1,"Grupo H,Grupo F,Grupo J,Grupo E",4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-16022,Superior,MinCovDet
CASE-22628,2023-09-14,2023-09-10,2023-09-01,"Phone support was awful, they ignored my problem.",negative,2,5738,2,"Grupo G,Grupo A,Grupo A,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-22628,Superior,MinCovDet
CASE-18781,2024-07-21,2024-07-21,2024-07-01,The email team didn’t care about my problem.,negative,2,6931,1,"Grupo I,Grupo F,Grupo F",2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-18781,Superior,MinCovDet
CASE-16614,2022-12-05,2022-12-04,2022-12-01,The chatbot kept freezing during my inquiry.,negative,1,34,2,"Grupo F,Grupo A,Grupo D,Grupo J,Grupo A",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-16614,Superior,MinCovDet
CASE-25654,2022-11-28,2022-11-27,2022-11-01,"Email support was the worst, no effort at all.",negative,1,28,1,"Grupo D,Grupo J,Grupo J,Grupo J,Grupo F",3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-25654,Superior,MinCovDet
CASE-20334,2023-02-14,2023-02-12,2023-02-01,The chatbot couldn’t handle my simple transfer request.,negative,1,6895,1,"Grupo D,Grupo C,Grupo J,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CASE-20334,Superior,MinCovDet
CASE-15256,2024-08-07,2024-08-04,2024-08-01,The email team took days to reply with nothing useful.,negative,2,2652,1,"Grupo C,Grupo F,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15256,Superior,MinCovDet
CASE-28937,2022-01-05,2022-01-02,2022-01-01,The phone team wasted my time with no solution.,negative,2,6834,2,"Grupo G,Grupo A,Grupo C",3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-28937,Superior,MinCovDet
CASE-15005,2022-09-17,2022-09-11,2022-09-01,The phone representative was unhelpful and impatient.,negative,2,95,1,"Grupo H,Grupo A,Grupo E,Grupo G,Grupo B",5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-15005,Superior,MinCovDet
CASE-22027,2023-12-14,2023-12-10,2023-12-01,The phone agent didn’t listen to my complaint.,negative,2,4486,2,"Grupo D,Grupo F,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22027,Superior,MinCovDet
CASE-17976,2024-04-22,2024-04-21,2024-04-01,"The phone service was awful, no one knew what to do.",negative,1,2498,1,"Grupo A,Grupo F,Grupo D,Grupo E,Grupo H",5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-17976,Superior,MinCovDet
CASE-29985,2024-06-17,2024-06-16,2024-06-01,The chatbot kept crashing when I needed help.,negative,2,7077,1,"Grupo A,Grupo D,Grupo I,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-29985,Superior,MinCovDet
CASE-28786,2022-12-13,2022-12-11,2022-12-01,"Email support took a week to reply, ridiculous!",negative,1,4458,1,"Grupo A,Grupo A,Grupo G,Grupo B",3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28786,Superior,MinCovDet
CASE-17891,2024-12-23,2024-12-22,2024-12-01,The chatbot gave me nonsense answers all the time.,negative,1,6425,2,"Grupo F,Grupo A,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17891,Superior,MinCovDet
CASE-15368,2024-05-07,2024-05-05,2024-05-01,The chatbot failed to process my payment request.,negative,1,3009,2,"Grupo B,Grupo F,Grupo F,Grupo G",3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,CASE-15368,Superior,MinCovDet
CASE-22146,2024-06-14,2024-06-09,2024-06-01,"Email support was the worst, no effort at all.",negative,2,90,1,"Grupo C,Grupo G,Grupo I,Grupo C",3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-22146,Superior,MinCovDet
CASE-27761,2022-10-13,2022-10-09,2022-10-01,The phone representative was unhelpful and impatient.,negative,2,6702,1,"Grupo H,Grupo C,Grupo J,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-27761,Superior,MinCovDet
CASE-24296,2023-12-02,2023-11-26,2023-12-01,Email support didn’t bother to read my email.,negative,1,5566,2,"Grupo D,Grupo J,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24296,Superior,MinCovDet
CASE-27091,2023-12-06,2023-12-03,2023-12-01,The email team took forever and didn’t help.,negative,2,61,1,"Grupo B,Grupo F,Grupo A,Grupo D",4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-27091,Superior,MinCovDet
CASE-29132,2023-04-22,2023-04-16,2023-04-01,The chatbot couldn’t understand my simple question.,negative,2,5836,1,"Grupo H,Grupo A,Grupo C,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29132,Superior,MinCovDet
CASE-21008,2022-07-16,2022-07-10,2022-07-01,The email team took forever and didn’t help.,negative,1,2359,1,"Grupo B,Grupo A,Grupo C,Grupo F,Grupo I",5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-21008,Superior,MinCovDet
CASE-28916,2024-09-21,2024-09-15,2024-09-01,The phone agent was rude and didn’t solve my issue.,negative,1,3340,1,"Grupo J,Grupo C",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28916,Superior,MinCovDet
CASE-27098,2023-07-28,2023-07-23,2023-07-01,"Email support took a week to reply, ridiculous!",negative,2,29,1,"Grupo B,Grupo J,Grupo H,Grupo A,Grupo I",5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-27098,Superior,MinCovDet
CASE-29233,2024-06-28,2024-06-23,2024-06-01,The chatbot couldn’t process my balance request.,negative,1,58,1,"Grupo B,Grupo J,Grupo A,Grupo I",4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-29233,Superior,MinCovDet
CASE-15193,2023-06-03,2023-05-28,2023-06-01,Phone support was rude and disconnected me.,negative,1,83,2,"Grupo C,Grupo B,Grupo H,Grupo G,Grupo B",4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-15193,Superior,MinCovDet
CASE-25973,2023-01-19,2023-01-15,2023-01-01,The chatbot gave me useless info about my card.,negative,2,4847,1,"Grupo J,Grupo E,Grupo I,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-25973,Superior,MinCovDet
CASE-26243,2022-09-07,2022-09-04,2022-09-01,The phone team was slow and didn’t care.,negative,2,4088,2,"Grupo I,Grupo A,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26243,Superior,MinCovDet
CASE-25189,2024-07-28,2024-07-28,2024-07-01,The email team didn’t fix my login problem.,negative,2,2645,1,"Grupo I,Grupo J,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25189,Superior,MinCovDet
CASE-28365,2022-04-13,2022-04-10,2022-04-01,The phone representative was unhelpful and impatient.,negative,2,5567,2,"Grupo J,Grupo C,Grupo E,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-28365,Superior,MinCovDet
CASE-16223,2024-07-24,2024-07-21,2024-07-01,The chatbot failed to reset my password correctly.,negative,2,6524,1,"Grupo G,Grupo I,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-16223,Superior,MinCovDet
CASE-25520,2024-04-08,2024-04-07,2024-04-01,The chatbot couldn’t assist with my bill payment.,negative,1,47,1,"Grupo D,Grupo C,Grupo B,Grupo D",3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-25520,Superior,MinCovDet
CASE-22242,2023-07-16,2023-07-16,2023-07-01,The chatbot couldn’t handle my payment issue.,negative,2,4403,1,"Grupo I,Grupo D,Grupo H,Grupo D,Grupo J",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-22242,Superior,MinCovDet
CASE-28205,2023-06-06,2023-06-04,2023-06-01,The chatbot couldn’t handle my simple question.,negative,2,6560,2,"Grupo J,Grupo G",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-28205,Superior,MinCovDet
CASE-26380,2022-07-16,2022-07-10,2022-07-01,The chatbot gave me wrong payment instructions.,negative,1,71,2,"Grupo J,Grupo D,Grupo D,Grupo B,Grupo G",4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26380,Superior,MinCovDet
CASE-20238,2024-09-29,2024-09-29,2024-09-01,The phone representative was unhelpful and impatient.,negative,2,59,1,"Grupo H,Grupo H,Grupo D,Grupo B",3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-20238,Superior,MinCovDet
