survey_id,employee_id,survey_date,satisfaction_score,response
843,1107,2023-01-19,5,Our department has fantastic leadership and clear communication channels.
844,1528,2024-03-07,2,Limited growth opportunities and poor communication from management.
845,1671,2023-12-24,5,I'm very satisfied with my role. The team is collaborative and provides exceptional opportunities.
846,1099,2023-02-03,5,I feel respected in my position. The work-life balance is superior.
847,1455,2023-04-02,4,I feel appreciated in my position. The work-life balance is excellent.
848,1150,2018-06-25,5,I feel appreciated in my position. The work-life balance is excellent.
849,1237,2024-01-05,4,wonderful benefits and compensation package. I feel well rewarded for my work.
850,1767,2022-05-22,3,"Management is moderate, but communication could be improved."
851,1202,2025-05-22,5,I feel recognized in my position. The work-life balance is wonderful.
852,1147,2023-12-02,5,The workplace culture is fantastic. Management really responds to our feedback.
853,1597,2021-07-18,5,Our department has excellent leadership and clear communication channels.
854,1694,2022-01-08,5,I'm very satisfied with my role. The department is collaborative and provides exceptional opportunities.
855,1289,2023-11-16,3,average satisfaction with my current role and responsibilities.
856,1030,2022-10-20,5,exceptional benefits and compensation package. I feel well rewarded for my work.
857,1355,2023-11-22,4,Our department has outstanding leadership and clear communication channels.
858,1972,2024-11-16,1,Feeling exhausted and anxious due to high workload.
859,1171,2020-01-11,4,I'm very satisfied with my role. The unit is helpful and provides excellent opportunities.
860,1241,2019-04-06,5,wonderful benefits and compensation package. I feel well rewarded for my work.
861,1312,2016-04-17,4,I feel valued in my position. The work-life balance is excellent.
862,1353,2022-08-18,4,I feel respected in my position. The work-life balance is superior.
863,1614,2023-12-17,4,The office culture is excellent. Management really listens to our feedback.
864,1450,2024-01-28,4,I'm very satisfied with my role. The team is supportive and provides wonderful opportunities.
865,1654,2023-08-14,5,Our department has fantastic leadership and clear communication channels.
866,1267,2019-01-01,5,I'm very satisfied with my role. The department is collaborative and provides superior opportunities.
867,1583,2023-11-21,4,I feel respected in my position. The work-life balance is superior.
868,1354,2024-11-07,5,The work environment culture is great. Management really considers to our feedback.
869,1615,2023-02-21,1,Company culture needs significant improvement. Morale is concerning.
870,1483,2022-11-21,5,I feel appreciated in my position. The work-life balance is superior.
871,1991,2020-05-07,5,The work environment culture is great. Management really considers to our feedback.
872,1518,2024-11-15,2,insufficient support and resources to perform effectively.
873,1373,2023-12-11,3,"Management is decent, but communication could be improved."
874,1740,2025-02-17,3,typical satisfaction with my current role and responsibilities.
875,1997,2023-07-13,3,The work environment is adequate. Some processes could be more efficient.
876,1679,2019-03-06,5,I'm very satisfied with my role. The team is helpful and provides wonderful opportunities.
877,1518,2025-03-11,1,Limited growth opportunities and poor communication from management.
878,1169,2022-02-17,1,Work-life balance is terrible. Too many overtime hours required.
879,1607,2019-03-08,4,wonderful benefits and compensation package. I feel well rewarded for my work.
880,1747,2023-11-18,3,"Management is acceptable, but communication could be improved."
881,1931,2024-06-23,4,Our department has outstanding leadership and clear communication channels.
882,1106,2024-05-31,3,The work environment is okay. Some processes could be more efficient.
883,1978,2023-04-02,5,Our department has outstanding leadership and clear communication channels.
884,1804,2024-04-30,4,I feel valued in my position. The work-life balance is exceptional.
885,1093,2022-03-14,5,The company culture is outstanding. Management really considers to our feedback.
886,1893,2023-08-03,4,The work environment culture is great. Management really responds to our feedback.
887,1539,2019-07-22,5,Our department has excellent leadership and clear communication channels.
888,1761,2020-04-23,3,average satisfaction with my current role and responsibilities.
889,1844,2023-08-16,4,superior benefits and compensation package. I feel well rewarded for my work.
890,1153,2023-07-13,3,"Work-life balance is acceptable, though there's room for improvement."
891,1059,2023-10-21,1,Company culture needs significant improvement. Morale is poor.
892,1288,2022-02-25,2,Feeling overwhelmed and stressed due to high workload.
893,1766,2023-08-04,3,The work environment is reasonable. Some processes could be more efficient.
894,1275,2023-06-27,3,"Management is decent, but communication could be improved."
895,1632,2024-10-09,5,Our department has excellent leadership and clear communication channels.
896,1691,2025-03-21,5,superior benefits and compensation package. I feel well rewarded for my work.
897,1477,2024-01-07,3,moderate satisfaction with my current role and responsibilities.
898,1693,2024-02-25,4,I'm very satisfied with my role. The team is collaborative and provides exceptional opportunities.
899,1642,2024-05-04,3,"Work-life balance is manageable, though there's room for improvement."
900,1647,2024-10-24,4,I'm very satisfied with my role. The group is helpful and provides excellent opportunities.
901,1349,2020-07-29,5,Our department has excellent leadership and clear communication channels.
902,1556,2023-01-23,5,I feel respected in my position. The work-life balance is wonderful.
903,1137,2019-11-06,5,exceptional benefits and compensation package. I feel well rewarded for my work.
904,1190,2023-02-15,5,I'm very satisfied with my role. The team is encouraging and provides superior opportunities.
905,1329,2020-08-16,5,I feel recognized in my position. The work-life balance is superior.
906,1794,2024-09-22,5,The company culture is outstanding. Management really acts on to our feedback.
907,1718,2025-04-12,3,"Management is fair, but communication could be improved."
908,1798,2021-04-16,3,"Management is decent, but communication could be improved."
909,1970,2023-10-04,4,I'm very satisfied with my role. The unit is helpful and provides excellent opportunities.
910,1891,2025-02-23,1,Company culture needs significant improvement. Morale is poor.
911,1683,2025-03-31,5,The company culture is excellent. Management really considers to our feedback.
912,1716,2020-12-23,1,inadequate support and resources to perform effectively.
913,1921,2020-01-02,4,Our department has outstanding leadership and clear communication channels.
914,1846,2024-04-14,2,poor support and resources to perform effectively.
915,1382,2022-03-23,5,exceptional benefits and compensation package. I feel well rewarded for my work.
916,1475,2019-11-08,1,Feeling burned out and anxious due to high workload.
917,1037,2024-08-07,4,Our department has excellent leadership and clear communication channels.
918,1317,2024-09-24,4,superior benefits and compensation package. I feel well rewarded for my work.
919,1072,2025-04-06,3,"Work-life balance is acceptable, though there's room for improvement."
920,1842,2017-11-12,3,The work environment is okay. Some processes could be more efficient.
921,1614,2023-11-19,3,"Management is decent, but communication could be improved."
922,1006,2022-08-26,5,I'm very satisfied with my role. The unit is helpful and provides exceptional opportunities.
923,1136,2024-08-21,5,I'm very satisfied with my role. The unit is encouraging and provides superior opportunities.
