CASE ID;Date;Start of Week;Start of Month;TRANSLATED COMMENTS;Feeling;FEEL;CHANNEL;RESOLUTION TIME (min);CSAT Rating Received;CLASSIFICATION;RESOLVED IN SLA;FIRST TOUCH RESOLUTION;Group Name History;Groups;Total Groups;CSAT Rated Group Name;ISSUE CLASSIFICATION
CASE-1976;2025-04-23;2025-04-20;2025-04-01;The phone agent was clueless about my account.;negative;negative;email;4092;2;DETRACTOR;0;0;Grupo C,Grupo G,Grupo J,Grupo F;4;4;Grupo F;Transaction Error
CASE-1768;2023-08-20;2023-08-20;2023-08-01;The phone agent helped me with my rewards program.;positive;positive;email;245;4;PROMOTER;1;1;Grupo C,Grupo D;2;2;Grupo D;General Inquiry
CASE-1271;2024-03-21;2024-03-17;2024-03-01;The chatbot gave me outdated info about my fees.;negative;negative;phone;137;2;DETRACTOR;0;1;Grupo H,Grupo J,Grupo C;3;3;Grupo C;Payment Issues
CASE-1463;2025-06-26;2025-06-22;2025-06-01;The email support team was professional and courteous.;positive;positive;chatbot;2;4;PROMOTER;1;0;Grupo H;1;1;Grupo H;Card Issues
CASE-1315;2024-12-31;2024-12-29;2024-12-01;The phone team was slow and didn’t care.;negative;negative;phone;190;2;DETRACTOR;0;0;Grupo G,Grupo D,Grupo C,Grupo G,Grupo A;4;5;Grupo A;Transaction Error
CASE-1193;2023-11-06;2023-11-05;2023-11-01;The email team sent a reply that solved nothing.;negative;negative;chatbot;30;2;DETRACTOR;0;0;Grupo E,Grupo H;2;2;Grupo H;Transaction Error
CASE-1594;2024-07-08;2024-07-07;2024-07-01;The email team helped me with my statement questions quickly.;positive;positive;email;155;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-1564;2025-10-04;2025-09-28;2025-10-01;The chatbot crashed when I tried to check my balance.;negative;negative;phone;48;2;DETRACTOR;0;1;Grupo D,Grupo F,Grupo G;3;3;Grupo G;Transaction Error
CASE-1561;2024-12-14;2024-12-08;2024-12-01;The phone agent hung up on me mid-conversation.;negative;negative;phone;88;1;DETRACTOR;0;0;Grupo D,Grupo H,Grupo E,Grupo I;4;4;Grupo I;Transaction Error
CASE-1633;2024-02-20;2024-02-18;2024-02-01;The phone agent was patient and solved my problem.;positive;positive;email;101;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1228;2023-01-26;2023-01-22;2023-01-01;The phone agent was alright, no big issues.;neutral;neutral;phone;38;3;DETRACTOR;0;0;Grupo A,Grupo B;2;2;Grupo B;Payment Issues
CASE-1292;2025-07-27;2025-07-27;2025-07-01;The chatbot gave me outdated info about my fees.;negative;negative;chatbot;117;2;DETRACTOR;0;0;Grupo G,Grupo B,Grupo G,Grupo C,Grupo G;3;5;Grupo G;Payment Issues
CASE-1985;2023-01-19;2023-01-15;2023-01-01;Email support was terrible, they ignored me.;negative;negative;phone;97;1;DETRACTOR;0;0;Grupo I,Grupo E;2;2;Grupo E;Card Issues
CASE-1091;2024-12-28;2024-12-22;2024-12-01;Phone support was the worst I’ve ever experienced.;negative;negative;email;3081;2;DETRACTOR;0;1;Grupo H,Grupo G;2;2;Grupo G;Card Issues
CASE-1869;2024-06-13;2024-06-09;2024-06-01;The email response was detailed and very helpful.;positive;positive;email;197;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1431;2023-03-18;2023-03-12;2023-03-01;The phone representative was kind and fixed my issue right away.;positive;positive;phone;8;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1212;2023-10-04;2023-10-01;2023-10-01;The email team provided a clear and quick solution.;positive;positive;email;127;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-1054;2023-11-21;2023-11-19;2023-11-01;The chatbot gave me accurate info about my account in seconds.;positive;positive;email;65;5;PROMOTER;1;1;Grupo C,Grupo E;2;2;Grupo E;Loan Inquiry
CASE-1870;2025-04-02;2025-03-30;2025-04-01;The chatbot made my experience so convenient!;positive;positive;phone;9;4;PROMOTER;1;0;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-1625;2023-12-26;2023-12-24;2023-12-01;Phone support was disrespectful and unhelpful.;negative;negative;chatbot;44;2;DETRACTOR;0;0;Grupo F,Grupo A,Grupo C;3;3;Grupo C;Transaction Error
CASE-1728;2023-05-07;2023-05-07;2023-05-01;The phone team was alright, no complaints.;neutral;neutral;email;1381;3;DETRACTOR;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-1710;2024-12-11;2024-12-08;2024-12-01;The chatbot made paying my bill so easy and fast.;positive;positive;phone;27;5;PROMOTER;1;1;Grupo H,Grupo J;2;2;Grupo J;Loan Inquiry
CASE-1541;2025-09-05;2025-08-31;2025-09-01;The email support team was efficient and friendly.;positive;positive;chatbot;8;4;PROMOTER;1;1;Grupo C,Grupo I;2;2;Grupo I;Balance Inquiry
CASE-1745;2023-05-31;2023-05-28;2023-05-01;The service was top-notch, I’m so happy with this bank!;positive;positive;email;156;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-1515;2024-08-01;2024-07-28;2024-08-01;Great customer service, the phone representative was so polite!;positive;positive;phone;12;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1014;2024-08-25;2024-08-25;2024-08-01;The chatbot helped me, but it wasn’t fast.;neutral;neutral;chatbot;30;4;PROMOTER;0;1;Grupo H,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-1096;2025-03-13;2025-03-09;2025-03-01;The phone agent didn’t listen to my complaint.;negative;negative;email;3873;1;DETRACTOR;0;0;Grupo B,Grupo F,Grupo C,Grupo D;4;4;Grupo D;Loan Inquiry
CASE-1245;2024-07-03;2024-06-30;2024-07-01;The phone team was incompetent and slow.;negative;negative;chatbot;111;1;DETRACTOR;0;0;Grupo C,Grupo F,Grupo A,Grupo G;4;4;Grupo G;Payment Issues
CASE-1531;2024-10-11;2024-10-06;2024-10-01;The email response was vague and frustrating.;negative;negative;phone;253;2;DETRACTOR;0;0;Grupo B,Grupo B,Grupo E,Grupo A,Grupo B;3;5;Grupo B;Transaction Error
CASE-1653;2025-12-22;2025-12-21;2025-12-01;The phone team was slow and unprofessional.;negative;negative;chatbot;83;2;DETRACTOR;0;0;Grupo G,Grupo J,Grupo D;3;3;Grupo D;Card Issues
CASE-1410;2024-07-03;2024-06-30;2024-07-01;The phone agent was unhelpful with my fees.;negative;negative;phone;107;2;DETRACTOR;0;1;Grupo H,Grupo G,Grupo B,Grupo H;3;4;Grupo H;Account Setup
CASE-1479;2023-05-28;2023-05-28;2023-05-01;The email team helped me update my contact info effortlessly.;positive;positive;chatbot;7;5;PROMOTER;1;1;Grupo G,Grupo D,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-1554;2025-10-05;2025-10-05;2025-10-01;The chatbot helped me with my account balance quickly.;positive;positive;chatbot;4;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Payment Issues
CASE-1347;2024-07-03;2024-06-30;2024-07-01;The email response was rude and dismissive.;negative;negative;chatbot;52;2;DETRACTOR;0;0;Grupo I,Grupo H;2;2;Grupo H;Balance Inquiry
CASE-1089;2023-02-06;2023-02-05;2023-02-01;The chatbot made my experience so convenient!;positive;positive;phone;14;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-1506;2025-01-24;2025-01-19;2025-01-01;The phone agent didn’t even try to assist me.;negative;negative;chatbot;99;2;DETRACTOR;0;0;Grupo G,Grupo A,Grupo I,Grupo E;4;4;Grupo E;Account Setup
CASE-1291;2025-03-21;2025-03-16;2025-03-01;The chatbot couldn’t help with my card replacement.;negative;negative;email;3073;1;DETRACTOR;0;1;Grupo G,Grupo C,Grupo B;3;3;Grupo B;Transaction Error
CASE-1260;2024-08-22;2024-08-18;2024-08-01;The email support team was professional and courteous.;positive;positive;phone;5;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1369;2024-05-07;2024-05-05;2024-05-01;The chatbot was alright, took a few tries.;neutral;neutral;chatbot;26;4;PROMOTER;0;1;Grupo I,Grupo I,Grupo C;2;3;Grupo C;Account Setup
CASE-1232;2024-11-01;2024-10-27;2024-11-01;The chatbot helped me with my account balance quickly.;positive;positive;email;229;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-1373;2025-09-30;2025-09-28;2025-09-01;Email support was fast and gave me all the info I needed.;positive;positive;phone;23;4;PROMOTER;1;1;Grupo C,Grupo G;2;2;Grupo G;Card Issues
CASE-1756;2023-03-01;2023-02-26;2023-03-01;The agent was knowledgeable and made me feel valued.;positive;positive;phone;12;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-1677;2024-12-25;2024-12-22;2024-12-01;Phone support was awful, they ignored my problem.;negative;negative;chatbot;28;2;DETRACTOR;0;0;Grupo F,Grupo J,Grupo B;3;3;Grupo B;Login Problems
CASE-1796;2023-04-02;2023-04-02;2023-04-01;The email team responded promptly and solved my issue.;positive;positive;chatbot;4;5;PROMOTER;1;1;Grupo A,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-1563;2023-10-17;2023-10-15;2023-10-01;The email support team was efficient and friendly.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1666;2024-03-04;2024-03-03;2024-03-01;The phone team made banking so easy for me.;positive;positive;email;307;4;PROMOTER;1;1;Grupo F,Grupo C;2;2;Grupo C;Card Issues
CASE-1413;2024-09-14;2024-09-08;2024-09-01;The phone team was incompetent and slow.;negative;negative;chatbot;85;2;DETRACTOR;0;0;Grupo H,Grupo E,Grupo D,Grupo I;4;4;Grupo I;General Inquiry
CASE-1132;2024-10-05;2024-09-29;2024-10-01;The email team didn’t address my issue at all.;negative;negative;phone;86;2;DETRACTOR;0;0;Grupo I,Grupo C;2;2;Grupo C;Transaction Error
CASE-1824;2025-09-09;2025-09-07;2025-09-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;General Inquiry
CASE-1464;2023-02-06;2023-02-05;2023-02-01;Email support was polite and answered all my questions.;positive;positive;chatbot;2;4;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Card Issues
CASE-1608;2024-04-23;2024-04-21;2024-04-01;Phone support was standard, no complaints.;neutral;neutral;email;395;4;PROMOTER;1;0;Grupo F,Grupo I;2;2;Grupo I;Card Issues
CASE-1101;2024-09-25;2024-09-22;2024-09-01;The staff made transferring funds so easy and stress-free.;positive;positive;chatbot;7;4;PROMOTER;1;1;Grupo G,Grupo C,Grupo B;3;3;Grupo B;Loan Inquiry
CASE-1171;2023-06-03;2023-05-28;2023-06-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;phone;11;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1637;2024-02-06;2024-02-04;2024-02-01;The email team provided excellent service, I’m happy!;positive;positive;phone;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-1196;2023-05-08;2023-05-07;2023-05-01;The email team was fast and solved my problem.;positive;positive;chatbot;4;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Account Setup
CASE-1319;2023-07-05;2023-07-02;2023-07-01;The service was slow, and my issue is still unresolved.;negative;negative;chatbot;48;2;DETRACTOR;0;0;Grupo D,Grupo I;2;2;Grupo I;Account Setup
CASE-1951;2024-07-13;2024-07-07;2024-07-01;The email team solved my issue with a single reply.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-1831;2023-09-16;2023-09-10;2023-09-01;Email support didn’t bother to read my email.;negative;negative;chatbot;30;1;DETRACTOR;0;0;Grupo B,Grupo J,Grupo A,Grupo H,Grupo B;4;5;Grupo B;Payment Issues
CASE-1799;2024-10-30;2024-10-27;2024-10-01;The chatbot failed to help with my account setup.;negative;negative;email;3401;2;DETRACTOR;0;0;Grupo H,Grupo C,Grupo B,Grupo G;4;4;Grupo G;Transaction Error
CASE-1777;2023-09-26;2023-09-24;2023-09-01;Phone support was the worst I’ve ever experienced.;negative;negative;email;4011;2;DETRACTOR;0;1;Grupo D,Grupo I,Grupo C,Grupo E;4;4;Grupo E;Transaction Error
CASE-1788;2023-05-09;2023-05-07;2023-05-01;The email response was vague and unhelpful.;negative;negative;chatbot;75;1;DETRACTOR;0;0;Grupo G,Grupo A,Grupo I,Grupo A;3;4;Grupo A;Fees Inquiry
CASE-1129;2025-01-25;2025-01-19;2025-01-01;The chatbot assisted me with my card replacement smoothly.;positive;positive;email;200;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1735;2025-11-04;2025-11-02;2025-11-01;The email team ignored my urgent request.;negative;negative;email;3226;1;DETRACTOR;0;0;Grupo E,Grupo D,Grupo F;3;3;Grupo F;Balance Inquiry
CASE-1061;2025-06-03;2025-06-01;2025-06-01;Phone support was awful, they ignored my problem.;negative;negative;chatbot;10;1;DETRACTOR;1;0;Grupo J,Grupo F;2;2;Grupo F;Account Setup
CASE-1524;2024-10-09;2024-10-06;2024-10-01;Phone support was efficient and solved my problem fast.;positive;positive;phone;7;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1950;2023-03-30;2023-03-26;2023-03-01;Phone support was amazing, they handled my complaint well.;positive;positive;email;87;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-1536;2023-08-28;2023-08-27;2023-08-01;The chatbot was quick to assist with my transfer request.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-1056;2023-03-28;2023-03-26;2023-03-01;Super satisfied with the email response to my inquiry.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;General Inquiry
CASE-1472;2023-08-13;2023-08-13;2023-08-01;The chatbot answered my loan question in seconds.;positive;positive;email;157;4;PROMOTER;1;1;Grupo F,Grupo I;2;2;Grupo I;Card Issues
CASE-1088;2025-12-15;2025-12-14;2025-12-01;The email team was okay, response was standard.;neutral;neutral;chatbot;17;3;DETRACTOR;0;1;Grupo F,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-1902;2025-01-06;2025-01-05;2025-01-01;I’m impressed with how fast my loan application was processed.;positive;positive;phone;6;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1162;2025-11-29;2025-11-23;2025-11-01;The chatbot assisted me with my fees effortlessly.;positive;positive;chatbot;4;4;PROMOTER;1;0;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-1738;2023-02-21;2023-02-19;2023-02-01;The chatbot was fine, took time to assist.;neutral;neutral;email;463;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-1376;2024-01-24;2024-01-21;2024-01-01;The chatbot failed to answer my mortgage question.;negative;negative;phone;31;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Transaction Error
CASE-1150;2023-11-09;2023-11-05;2023-11-01;The email team sent a reply that solved nothing.;negative;negative;email;2946;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo G;3;3;Grupo G;Fraud Report
CASE-1905;2024-03-31;2024-03-31;2024-03-01;Email support was useless, they didn’t even try.;negative;negative;email;3580;1;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-1656;2025-08-26;2025-08-24;2025-08-01;The chatbot couldn’t assist with my bill payment.;negative;negative;phone;90;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo C,Grupo C,Grupo E;4;5;Grupo E;General Inquiry
CASE-1697;2023-04-04;2023-04-02;2023-04-01;Email support was okay, not impressive.;neutral;neutral;phone;23;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-1492;2025-03-29;2025-03-23;2025-03-01;Email support was okay, could be better.;neutral;neutral;phone;42;4;PROMOTER;0;1;Grupo B,Grupo E,Grupo F;3;3;Grupo F;Card Issues
CASE-1929;2024-11-16;2024-11-10;2024-11-01;The chatbot made checking my interest rates so simple.;positive;positive;chatbot;2;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1980;2025-10-21;2025-10-19;2025-10-01;The email response was clear and professional.;positive;positive;chatbot;4;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;General Inquiry
CASE-1507;2025-02-05;2025-02-02;2025-02-01;Email support was excellent and very responsive.;positive;positive;phone;10;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-1956;2023-04-15;2023-04-09;2023-04-01;The email response was professional and to the point.;positive;positive;email;268;4;PROMOTER;1;1;Grupo A,Grupo I;2;2;Grupo I;Card Issues
CASE-1638;2025-02-23;2025-02-23;2025-02-01;The chatbot handled my request, but it was basic.;neutral;neutral;email;4283;4;PROMOTER;0;1;Grupo B,Grupo C,Grupo I,Grupo B;3;4;Grupo B;Card Issues
CASE-1072;2023-03-26;2023-03-26;2023-03-01;The chatbot couldn’t assist with my statement.;negative;negative;email;4214;1;DETRACTOR;0;1;Grupo H,Grupo C,Grupo H,Grupo H,Grupo H;2;5;Grupo H;Account Setup
CASE-1452;2024-12-21;2024-12-15;2024-12-01;The chatbot couldn’t handle my payment issue.;negative;negative;email;2854;2;DETRACTOR;0;0;Grupo H,Grupo J,Grupo J;2;3;Grupo J;Transaction Error
CASE-1332;2025-04-01;2025-03-30;2025-04-01;The chatbot assisted with my account setup smoothly.;positive;positive;phone;7;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Login Problems
CASE-1381;2024-05-15;2024-05-12;2024-05-01;The phone agent was so patient with my account setup.;positive;positive;email;240;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-1927;2024-05-27;2024-05-26;2024-05-01;The chatbot crashed when I asked about my loan.;negative;negative;phone;47;1;DETRACTOR;0;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-1273;2023-10-17;2023-10-15;2023-10-01;The phone agent explained everything in a friendly way.;positive;positive;chatbot;4;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-1787;2025-09-30;2025-09-28;2025-09-01;The chatbot crashed when I tried to check my balance.;negative;negative;phone;146;1;DETRACTOR;0;0;Grupo D,Grupo J,Grupo E;3;3;Grupo E;Login Problems
CASE-1749;2023-11-27;2023-11-26;2023-11-01;The chatbot answered my mortgage question accurately.;positive;positive;phone;25;4;PROMOTER;1;1;Grupo B,Grupo I,Grupo A;3;3;Grupo A;Login Problems
CASE-1915;2025-01-11;2025-01-05;2025-01-01;The phone agent gave me conflicting information.;negative;negative;email;2481;1;DETRACTOR;0;0;Grupo E;1;1;Grupo E;Fraud Report
CASE-1606;2024-10-19;2024-10-13;2024-10-01;The chatbot failed to process my savings request.;negative;negative;phone;174;2;DETRACTOR;0;1;Grupo B,Grupo E,Grupo B,Grupo C;3;4;Grupo C;Login Problems
CASE-1566;2024-09-26;2024-09-22;2024-09-01;The phone team was great at helping me with my card.;positive;positive;phone;14;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1049;2023-07-18;2023-07-16;2023-07-01;The chatbot gave me wrong loan terms info.;negative;negative;phone;58;2;DETRACTOR;0;0;Grupo G,Grupo J;2;2;Grupo J;Payment Issues
CASE-1535;2023-04-06;2023-04-02;2023-04-01;The email response was delayed and unhelpful.;negative;negative;email;2127;2;DETRACTOR;0;0;Grupo E,Grupo D,Grupo J,Grupo D;3;4;Grupo D;Account Setup
CASE-1918;2024-07-12;2024-07-07;2024-07-01;The chatbot kept freezing during my inquiry.;negative;negative;email;3747;2;DETRACTOR;0;0;Grupo H,Grupo F,Grupo A,Grupo I;4;4;Grupo I;Fraud Report
CASE-1587;2024-02-21;2024-02-18;2024-02-01;The chatbot answered my loan question in seconds.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-1209;2023-07-24;2023-07-23;2023-07-01;The phone agent didn’t know basic banking info.;negative;negative;email;2666;1;DETRACTOR;0;0;Grupo I,Grupo H;2;2;Grupo H;Login Problems
CASE-1970;2023-09-22;2023-09-17;2023-09-01;The email support team was professional and courteous.;positive;positive;phone;15;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;General Inquiry
CASE-1645;2023-08-24;2023-08-20;2023-08-01;The chatbot was alright, took a few tries.;neutral;neutral;phone;30;3;DETRACTOR;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-1953;2025-01-11;2025-01-05;2025-01-01;The chatbot kept freezing during my inquiry.;negative;negative;phone;178;2;DETRACTOR;0;1;Grupo D,Grupo C,Grupo H;3;3;Grupo H;Login Problems
CASE-1863;2025-04-04;2025-03-30;2025-04-01;The agent was very helpful and resolved my issue quickly.;positive;positive;phone;43;5;PROMOTER;0;1;Grupo F,Grupo A,Grupo A;2;3;Grupo A;General Inquiry
CASE-1285;2023-12-14;2023-12-10;2023-12-01;Email support didn’t even try to fix my issue.;negative;negative;phone;171;1;DETRACTOR;0;0;Grupo G,Grupo I,Grupo I;2;3;Grupo I;Fees Inquiry
CASE-1442;2024-10-09;2024-10-06;2024-10-01;The chatbot misunderstood my loan inquiry completely.;negative;negative;chatbot;60;1;DETRACTOR;0;1;Grupo H,Grupo I;2;2;Grupo I;Transaction Error
CASE-1152;2024-12-25;2024-12-22;2024-12-01;The email response was vague and unhelpful.;negative;negative;chatbot;60;1;DETRACTOR;0;0;Grupo C,Grupo H;2;2;Grupo H;Login Problems
CASE-1458;2024-02-02;2024-01-28;2024-02-01;The phone agent was patient and solved my problem.;positive;positive;phone;29;5;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-1553;2024-09-16;2024-09-15;2024-09-01;The chatbot made resetting my PIN so simple.;positive;positive;email;215;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1661;2025-10-25;2025-10-19;2025-10-01;The email team helped me update my contact info effortlessly.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
